timestamp,bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Percentage video occupancy,Bitrate video,Number videos,anomaly_throughput,anomaly_congestion,anomaly_packet_loss,anomaly_latency,anomaly_jitter,anomaly
2024-05-11 18:10:22.108805102,2.0,1.748451332800368,25.94594127882013,6.169262001576781,58.69873773193182,0.9217354113061993,0.6867494114945243,0.360953330319174,0.0,0.6449039575541594,35.73389252155155,592.5349315186655,1.2153286339413423,0.03152118564829351,0.06182491682532037,0.15184716056771558,0.04940672541602366,0.11493078029376458,0.08346492055111959
2024-05-11 18:11:15.162759004,2.0,1.7791052088787245,19.855239743350868,6.906498795989166,83.69284308908094,0.8174173611159682,0.4694451241277663,0.4161737549973963,0.0,0.6007095690143769,32.2292636760707,443.4476408024263,1.3044298905765377,0.021339576254110985,-0.0034811919492755486,0.22155495806141678,0.027338336024066795,0.11275470941347163,0.07970998097761917
2024-05-11 17:48:18.925889877,2.0,1.841477138355748,21.384659752220394,8.030019363237535,80.10024350808197,0.8947588579832823,0.3865988232933771,0.5032065304233883,0.0,0.7381720750286739,29.4760974627598,454.5334485137241,1.2845986581910738,0.004725725015061903,0.00398474904183798,0.22079425916018414,0.02043750012717778,0.03589878559102031,0.027389875355804727
2024-05-11 18:01:23.392219568,2.0,1.798505599118339,23.137899487877313,9.48314621932537,15.083397104169045,0.9473312847650706,0.3759586296979537,0.5218102816347534,0.0,0.7652096291954544,29.774779106007202,382.2961664007837,1.1421917865198605,0.02949519528780848,0.00021365713278585774,0.19306626868395826,0.045081773052774,0.02711994427796624,0.07437219522015281
2024-05-11 17:45:23.203823080,2.0,1.8347352747147927,16.227954164909733,7.49808287241813,51.294145195946555,0.7869295327754214,0.33325774995773705,0.5208070597928239,0.0,0.7706076831671153,23.69287517002549,308.72881395570096,1.3779233045714632,0.01377833642976821,0.01049811119673015,0.2269002192074975,0.046075039150704156,0.021137377823698185,0.09746246779531431
2024-05-11 17:55:16.012630910,2.0,1.9494379129768664,18.582303992977806,5.546268974646677,-5.059695950835533,0.9406206454198389,0.5293430347705578,0.5117162769422141,0.0,0.7948911295585652,19.55180839879336,372.65709777077717,1.1057022563856187,0.053182081111004566,0.05598910381571464,0.18553078246283775,0.04704944267094126,0.025078558569984283,0.12144590906140154
2024-05-11 17:36:41.903375832,2.0,1.8548004962698241,21.509641308706264,6.054771025491622,-10.877257387292516,0.8547483504464118,0.4924078855976698,0.5204273162895446,0.0,0.7578726180548592,25.281768425091304,469.4412026163815,1.234633084479819,0.034133472315673534,0.04712207605410999,0.20766662917499512,0.037950571957779636,0.055362881023742455,0.12069035756319399
2024-05-11 17:29:33.790726785,2.0,1.9071529595288106,22.108866915812893,5.99780765032336,16.862137723809163,0.8835760185833119,0.48954031900712053,0.49589173232775025,0.0,0.7991364791041653,27.03717221286935,507.3794443777177,1.1927369797359315,0.03224991153143242,0.056512335729845146,0.16569097991241583,0.02226741249062324,0.05444355871312825,0.1023635788805945
2024-05-11 18:05:10.484663323,2.0,1.8841898464730926,24.550596261466797,7.566125331130617,-0.5408909219889679,0.8392801511474804,0.5472005602768903,0.5170043961851999,0.0,0.8025025303869756,29.569293929580663,458.6134710588121,1.1185907213177102,0.01851521275289146,0.055141731557007835,0.18735057515869052,0.03852892625553943,0.09494250446095116,0.12939541622890816
2024-05-11 18:15:46.704492879,2.0,1.8838223189829852,22.94481621342705,7.282511213302586,50.2363956215951,0.8911580405663168,0.4751786653684834,0.48374746907846866,0.0,0.7200096260817387,34.72342320393217,465.871479566466,1.1418864566516242,0.028069521103143973,0.024006615421030462,0.17848943979933934,0.02726615136106527,0.083139236630486,0.030718378565553178
